id,name,deepbias_detected,deep_label,prob_unif,prob_centre,prob_disc,prob_bounds,prob_gaps_clusters,status
e6b1889e-2b64-436a-9a54-d615d2c53a9a,PSODEOptimizer,True,disc,0.5526221,0.004940509,0.23558836,0.14397278,0.0628763,ok
22f97943-5e8d-4105-bb90-cad2bf8a2b8d,PSODEOptimizer,True,disc,0.48754868,0.0017758459,0.25733835,0.19701864,0.05631852,ok
65726fcf-9cf5-4200-9f75-435bb81f0591,PSODEOptimizer,True,disc,0.49475327,0.002501949,0.23707597,0.21118116,0.054487616,ok
7f95c3ed-9ed4-4d19-aa61-cdb3be2ab5b2,PSODEOptimizer,True,disc,0.4847719,0.0012000968,0.25054252,0.19674936,0.06673612,ok
c345c539-cc60-4c9c-a35d-4caef72681ac,PSODEOptimizer,True,disc,0.48028272,0.0022788174,0.2912025,0.17007144,0.056164514,ok
e7535d44-fb59-4c6a-a330-cf3487fcd57e,AdaptiveSwarmGradientDescent,True,bounds,0.15868714,0.00028927723,0.07689626,0.7227434,0.041383915,ok
f1c86716-d4a5-4cac-befc-66eaa905fde9,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.7205898,0.015382032,0.07387321,0.12831295,0.061842036,ok
29e94573-553e-45e1-af2f-c9678ae1b024,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.70018435,0.0060353316,0.12611839,0.12593791,0.04172397,ok
1e6923ee-7858-4944-a591-ae257783d78b,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.71801823,0.11938222,0.05966369,0.021040494,0.081895396,ok
3798ce98-d9ca-46df-8faf-fea540eca124,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.6983775,0.010144664,0.08092248,0.13968161,0.07087383,ok
feadc10a-c86b-49eb-bbc0-ee4e0b48dcb4,EnhancedAdaptiveSwarmGradientDescent,True,bounds,0.55548024,0.0009688182,0.09650742,0.28076273,0.06628078,ok
415ce9da-e874-4a47-aba7-a12d8e876531,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.67380977,0.13077354,0.10519104,0.0018571904,0.08836851,ok
bb4a46cc-f825-45a2-a161-6a878526ef87,HybridQuantumInspiredSwarm,True,centre,0.39846975,0.40705308,0.043081276,0.0009159214,0.15047993,ok
804b2c80-b5c7-4225-b11c-6422fcce62be,EnhancedAdaptiveSwarmGradientDescent,False,unif,0.5841482,0.24839263,0.054867428,0.0006526635,0.11193907,ok
41c5875f-384a-4b5c-b336-5199b66b0d2e,EnhancedAdaptiveSwarmGradientDescent,True,bounds,0.6134987,0.021123338,0.090820126,0.19786072,0.07669703,ok
